,expt,cond,rep,time (h),position (μm),redPixelRange,greenPixelRange,greenX0,redX0,GFP shift (μm),RFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL)
33,J4K5succ250_ampGrad,0x,1,4,200,130-154,122-145,287.2118309279716,245.8322810447469,13.985691149753222,11.65629411947424,0.0,
34,J4K5succ250_ampGrad,0x,1,4,250,146-169,137-161,289.390797302803,245.71244847291203,15.835531411710178,6.9503674654658605,0.0,
35,J4K5succ250_ampGrad,0x,1,4,300,161-184,153-176,286.01246161118644,250.99417153052812,12.403495615820761,4.580010914075217,0.0,
36,J4K5succ250_ampGrad,0x,1,4,350,176-199,168-191,286.37065422312986,264.6060992594236,14.468771384537945,11.503784266679844,0.0,
37,J4K5succ250_ampGrad,0x,1,4,400,191-214,183-206,287.29845846249896,269.0837602086854,18.33289393159464,6.588472197852696,0.0,
38,J4K5succ250_ampGrad,0x,1,4,450,206-229,198-221,287.14496246785137,271.84145776963703,19.05298460710065,11.277644628141218,0.0,
39,J4K5succ250_ampGrad,0x,1,6,-150,25-48,17-40,285.6683504022648,224.9539505521435,13.268395450782636,21.011462438261248,0.0,
40,J4K5succ250_ampGrad,0x,1,6,-100,40-63,32-55,291.41373193672746,247.677291787963,16.541947408675238,14.391919408711715,0.0,
41,J4K5succ250_ampGrad,0x,1,6,-50,55-78,47-70,282.07174516994576,246.42555719907008,9.903109797541275,12.752245291719445,0.0,
42,J4K5succ250_ampGrad,0x,1,6,0,70-93,62-85,284.3475204970622,276.68284598964067,12.49155200307257,20.261713194672094,0.0,
43,J4K5succ250_ampGrad,0x,1,6,50,85-108,77-100,287.7084108242506,264.6246285601364,13.77871588705733,18.07902585598481,0.0,
44,J4K5succ250_ampGrad,0x,1,6,100,100-123,92-115,293.3279943649823,254.2466428728796,20.930169102169828,10.454403495193958,0.0,
45,J4K5succ250_ampGrad,0x,1,6,150,115-138,107-130,292.44774547324727,264.03610334516395,26.63723914622915,16.83576042180843,0.0,
46,J4K5succ250_ampGrad,0x,1,6,200,130-154,122-145,300.8005331552903,254.32611288713025,27.574393377071885,20.150125961857555,0.0,
47,J4K5succ250_ampGrad,0x,1,6,250,146-169,137-161,300.31574947567015,255.04196447317852,26.76048358457729,16.279883465732382,0.0,
48,J4K5succ250_ampGrad,0x,1,6,300,161-184,153-176,297.0457648312749,264.9470341235853,23.4367988359092,18.53287350713242,0.0,
49,J4K5succ250_ampGrad,0x,1,6,350,176-199,168-191,298.901956937222,272.4591444358736,27.000074098630023,19.356829443129893,0.0,
