expt,cond,rep,time (h),position (μm),redPixelRange,greenPixelRange,greenX0,redX0,GFP shift (μm),RFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL)
J4K5succ250_ampGrad,0x,1,2,100,100-123,92-115,275.4414672195295,244.3791794675579,3.0436419567170105,0.5869400898722574,0.0,
J4K5succ250_ampGrad,0x,1,2,150,115-138,107-130,269.94068187868373,251.6775538292818,4.130175551665616,4.477210905926285,0.0,
J4K5succ250_ampGrad,0x,1,2,200,130-154,122-145,277.13250479718556,237.81588817126894,3.906365018967165,3.6399012459962705,0.0,
J4K5succ250_ampGrad,0x,1,2,250,146-169,137-161,278.7797959534838,238.91684889389094,5.224530062391011,0.15476788644477324,0.0,
J4K5succ250_ampGrad,0x,1,2,300,161-184,153-176,278.071827368111,245.51310997518084,4.462861372745294,-0.9010506412720929,0.0,
J4K5succ250_ampGrad,0x,1,2,350,176-199,168-191,276.81044748465956,256.54034261569177,4.908564646067589,3.4380276229480558,0.0,
J4K5succ250_ampGrad,0x,1,2,400,191-214,183-206,274.4983911147361,263.01984579061696,5.532826583831763,0.5245577797842316,0.0,
J4K5succ250_ampGrad,0x,1,2,450,206-229,198-221,273.8595863780746,264.94212500994206,5.767608517323879,4.3783118684462465,0.0,
J4K5succ250_ampGrad,0x,1,4,-150,25-48,17-40,281.6664141920591,214.80163366989828,9.266459240576921,10.859145556016017,0.0,
J4K5succ250_ampGrad,0x,1,4,-100,40-63,32-55,285.3582141338774,240.72150237858375,10.486429605825151,7.436129999332479,0.0,
J4K5succ250_ampGrad,0x,1,4,-50,55-78,47-70,278.55044674209904,239.91351662750017,6.38181136969456,6.240204720149563,0.0,
J4K5succ250_ampGrad,0x,1,4,0,70-93,62-85,279.7154154336437,267.05046863131173,7.859446939654106,10.62933583634316,0.0,
J4K5succ250_ampGrad,0x,1,4,50,85-108,77-100,281.5890492644623,255.26053166415548,7.659354327269,8.71492896000396,0.0,
J4K5succ250_ampGrad,0x,1,4,100,100-123,92-115,284.2058623666013,248.83146015599306,11.80803710378882,5.039220778307424,0.0,
J4K5succ250_ampGrad,0x,1,4,150,115-138,107-130,280.6044343327566,257.55484499322984,14.793928005738508,10.354502069874314,0.0,
J4K5succ250_ampGrad,0x,1,4,200,130-154,122-145,287.2118309279716,245.8322810447469,13.985691149753222,11.65629411947424,0.0,
J4K5succ250_ampGrad,0x,1,4,250,146-169,137-161,289.390797302803,245.71244847291203,15.835531411710178,6.95036746546586,0.0,
J4K5succ250_ampGrad,0x,1,4,300,161-184,153-176,286.01246161118644,250.99417153052815,12.40349561582076,4.580010914075217,0.0,
J4K5succ250_ampGrad,0x,1,4,350,176-199,168-191,286.3706542231299,264.60609925942356,14.468771384537945,11.503784266679844,0.0,
J4K5succ250_ampGrad,0x,1,4,400,191-214,183-206,287.29845846249896,269.0837602086854,18.33289393159464,6.5884721978526954,0.0,
J4K5succ250_ampGrad,0x,1,4,450,206-229,198-221,287.14496246785137,271.84145776963703,19.052984607100655,11.277644628141218,0.0,
J4K5succ250_ampGrad,0x,1,6,-150,25-48,17-40,285.6683504022648,224.9539505521435,13.268395450782634,21.011462438261248,0.0,
J4K5succ250_ampGrad,0x,1,6,-100,40-63,32-55,291.4137319367275,247.677291787963,16.54194740867524,14.391919408711715,0.0,
J4K5succ250_ampGrad,0x,1,6,-50,55-78,47-70,282.07174516994576,246.42555719907006,9.903109797541276,12.752245291719447,0.0,
J4K5succ250_ampGrad,0x,1,6,0,70-93,62-85,284.3475204970622,276.68284598964067,12.49155200307257,20.261713194672097,0.0,
J4K5succ250_ampGrad,0x,1,6,50,85-108,77-100,287.7084108242506,264.62462856013633,13.77871588705733,18.07902585598481,0.0,
J4K5succ250_ampGrad,0x,1,6,100,100-123,92-115,293.3279943649823,254.2466428728796,20.930169102169828,10.454403495193958,0.0,
J4K5succ250_ampGrad,0x,1,6,150,115-138,107-130,292.44774547324727,264.03610334516395,26.63723914622915,16.83576042180843,0.0,
J4K5succ250_ampGrad,0x,1,6,200,130-154,122-145,300.8005331552903,254.32611288713022,27.574393377071885,20.150125961857555,0.0,
J4K5succ250_ampGrad,0x,1,6,250,146-169,137-161,300.3157494756701,255.04196447317855,26.760483584577287,16.279883465732382,0.0,
J4K5succ250_ampGrad,0x,1,6,300,161-184,153-176,297.0457648312749,264.94703412358535,23.4367988359092,18.53287350713242,0.0,
J4K5succ250_ampGrad,0x,1,6,350,176-199,168-191,298.901956937222,272.4591444358736,27.000074098630023,19.356829443129897,0.0,
J4K5succ250_ampGrad,0x,1,6,400,191-214,183-206,299.6224886436032,274.6303150232609,30.656924112698903,12.135027012428168,0.0,
J4K5succ250_ampGrad,0x,1,6,450,206-229,198-221,298.38820636778473,279.9970452381792,30.296228507034016,19.433232096683412,0.0,
J4K5succ250_ampGrad,0x,1,8,-150,25-48,17-40,291.6762675941082,230.01736232876843,19.27631264262601,26.074874214886165,0.0,
J4K5succ250_ampGrad,0x,1,8,-100,40-63,32-55,295.17436177703564,255.8015854759742,20.30257724898337,22.516213096722936,0.0,
J4K5succ250_ampGrad,0x,1,8,-50,55-78,47-70,284.08044027236366,253.00586847913874,11.91180489995918,19.332556571788132,0.0,
J4K5succ250_ampGrad,0x,1,8,0,70-93,62-85,290.40116196110057,287.9431755323964,18.54519346711095,31.522042737427853,0.0,
J4K5succ250_ampGrad,0x,1,8,50,85-108,77-100,295.8575131667184,282.07152385318466,21.927818229525087,35.52592114903314,0.0,
J4K5succ250_ampGrad,0x,1,8,100,100-123,92-115,302.12860032213706,268.5375714750338,29.73077505932457,24.745332097348182,0.0,
J4K5succ250_ampGrad,0x,1,8,150,115-138,107-130,304.6645632542044,277.96924030243724,38.854056927186264,30.76889737908172,0.0,
