expt,cond,rep,time (h),position (μm),redPixelRange,greenPixelRange,greenX0,redX0,GFP shift (μm),RFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL)
J4K5succ250_ampGrad,1x,3,8,50,101-124,95-118,338.1371880195295,334.7081542079784,33.19227510153064,37.55052553655588,0.1,
J4K5succ250_ampGrad,1x,3,8,100,116-139,110-133,358.37314045324104,315.1115014717886,48.11328655334961,36.77614101809081,0.1,
J4K5succ250_ampGrad,1x,3,8,150,131-154,125-148,362.3026578952251,331.3400714547366,42.19400003711371,22.10961395303491,0.1,
J4K5succ250_ampGrad,1x,3,8,200,146-169,140-163,371.6775405877133,334.9337982898342,48.37840913113189,15.86402320920297,0.1,
J4K5succ250_ampGrad,1x,3,8,250,161-184,155-178,390.86832267151703,326.7121297564314,70.24853842382646,10.082092757470377,0.1,
J4K5succ250_ampGrad,1x,3,8,300,176-199,170-193,378.17349552694463,335.08232529593795,54.05272059828343,12.111137984861159,0.1,
J4K5succ250_ampGrad,1x,3,8,350,191-214,185-208,367.76690886405925,346.876766273853,44.92665962000643,23.72812848007129,0.1,
J4K5succ250_ampGrad,1x,3,8,400,206-230,200-223,378.6742459409985,345.42309520332975,52.74347677454739,27.079956688369066,0.1,
J4K5succ250_ampGrad,1x,3,8,450,221-245,215-239,380.35177070851,337.1033645122541,49.86234296257777,17.948866867836614,0.1,
J4K5succ250_ampGrad,1x,3,10,-150,41-64,35-58,356.589243781877,291.23370435469195,30.040290644399022,5.089817790265727,0.1,
J4K5succ250_ampGrad,1x,3,10,-100,56-79,50-73,383.96682500731714,309.44580494839227,60.63715857776572,16.80574022058545,0.1,
J4K5succ250_ampGrad,1x,3,10,-50,71-94,65-88,367.5514213865778,304.59897001857166,66.63664777650746,29.394554872965728,0.1,
J4K5succ250_ampGrad,1x,3,10,0,86-109,80-103,325.21931353184164,327.30177771469386,31.13422133032293,42.48955075525407,0.1,
J4K5succ250_ampGrad,1x,3,10,50,101-124,95-118,343.3922320647609,348.42505574999046,38.44731914676203,51.26742707856795,0.1,
J4K5succ250_ampGrad,1x,3,10,100,116-139,110-133,372.2903594904917,323.3784643028323,62.030505590600285,45.043103849134525,0.1,
J4K5succ250_ampGrad,1x,3,10,150,131-154,125-148,379.02218727089934,343.6343581057768,58.913529412787966,34.40390060407515,0.1,
J4K5succ250_ampGrad,1x,3,10,200,146-169,140-163,387.1858077075699,345.54118059227744,63.8866762509885,26.471405511646196,0.1,
J4K5succ250_ampGrad,1x,3,10,250,161-184,155-178,407.823267907369,330.6135317186564,87.2034836596784,13.983494719695386,0.1,
J4K5succ250_ampGrad,1x,3,10,300,176-199,170-193,392.02761433186777,342.817303143168,67.90683940320656,19.846115832091186,0.1,
J4K5succ250_ampGrad,1x,3,10,350,191-214,185-208,381.4569702511479,359.6900968227116,58.616721007095066,36.54145902892992,0.1,
J4K5succ250_ampGrad,1x,3,10,400,206-230,200-223,390.6625451958386,358.73904898871217,64.7317760293875,40.395910473751485,0.1,
J4K5succ250_ampGrad,1x,3,10,450,221-245,215-239,392.63458263056117,343.78309996962275,62.14515488462894,24.628602325205293,0.1,
J4K5succ250_ampGrad,3x,1,0,-150,27-50,34-57,279.15886127716624,287.3802174826295,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,-100,42-65,49-72,284.16913469648046,287.07796247226304,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,-50,57-80,64-87,286.31274026091455,296.470513924803,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,0,72-95,79-102,274.37182368942706,298.7492261259555,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,50,87-110,94-117,266.98063617941614,298.4094920787224,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,100,102-125,109-133,268.1147865347007,313.43902048825476,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,150,117-140,125-148,273.3737235877266,296.96071352167365,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,200,132-155,140-163,278.1389601201636,284.11467725339935,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,250,147-170,155-178,270.9373994316821,304.24629244867396,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,300,162-185,170-193,273.7419578292254,296.73009941447845,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,350,177-200,185-208,272.0747630077118,288.7218647343962,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,400,192-215,200-223,272.4647890210204,318.7360178257948,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,0,450,207-230,215-238,272.35165882655144,317.8982601620242,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,-150,27-50,34-57,281.6184016207698,291.75313404020073,2.459540343603578,4.372916557571216,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,-100,42-65,49-72,285.8216151579771,291.9885010701502,1.6524804614966229,4.910538597887182,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,-50,57-80,64-87,288.0082955939814,302.3898200245082,1.6955553330668636,5.919306099705182,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,0,72-95,79-102,276.5021062853683,305.7824206948968,2.130282595941253,7.033194568941326,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,50,87-110,94-117,269.0191543065305,303.4806899909984,2.0385181271143438,5.071197912276034,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,100,102-125,109-133,269.8054672336582,316.3646935525865,1.6906806989574648,2.925673064331761,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,150,117-140,125-148,274.92757448208016,302.21061768468553,1.553850894353559,5.249904163011877,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,200,132-155,140-163,278.3827980054562,286.4160699084406,0.24383788529263484,2.3013926550412407,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,250,147-170,155-178,272.4674805047409,305.63582058419365,1.5300810730587955,1.3895281355196971,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,300,162-185,170-193,276.4199324614297,299.985137632873,2.677974632204325,3.2550382183945317,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,350,177-200,185-208,273.9559638471859,293.523828643182,1.8812008394741042,4.801963908785808,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,400,192-215,200-223,274.19597970941925,318.05166998974903,1.73119068839884,-0.684347836045788,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,2,450,207-230,215-238,275.88561436497696,319.3354799613118,3.5339555384255164,1.4372197992876181,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,-150,27-50,34-57,286.7826904709855,299.6860368548024,7.623829193819233,12.305819372172891,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,-100,42-65,49-72,288.577782366487,297.49632299677825,4.4086476700065305,10.418360524515208,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,-50,57-80,64-87,290.19695083755437,307.1755589407787,3.8842105766398163,10.705045015975713,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,0,72-95,79-102,279.21989259019983,311.33359131034774,4.848068900772773,12.584365184392254,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,50,87-110,94-117,271.1463524192361,303.0457500762732,4.165716239819972,4.636257997550786,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,100,102-125,109-133,273.8193060684002,317.62198681058265,5.704519533699454,4.1829663223279,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,150,117-140,125-148,280.00339434082997,302.75523405963713,6.629670753103369,5.7945205379634785,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,200,132-155,140-163,281.410660657201,289.7683516322528,3.271700537037418,5.653674378853452,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,250,147-170,155-178,278.3944228253431,306.01414177502477,7.457023393661018,1.767849326350813,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,300,162-185,170-193,283.97317598272423,300.03398237075965,10.231218153498844,3.3038829562811998,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,350,177-200,185-208,282.3306404377377,300.33873566463376,10.255877430025919,11.616870930237553,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,400,192-215,200-223,280.85836478882953,322.83598901708706,8.393575767809125,4.099971191292241,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,4,450,207-230,215-238,281.8317459339544,321.22424999582535,9.480087107402937,3.3259898338011453,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,-150,27-50,34-57,293.7713204252858,300.2548068393493,14.61245914811957,12.87458935671981,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,-100,42-65,49-72,293.4274679285798,299.6676017198021,9.258333232099346,12.589639247539083,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,-50,57-80,64-87,295.3930729908859,308.14516630083864,9.08033272997136,11.674652376035624,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,0,72-95,79-102,287.17687627053925,311.65678996567516,12.805052581112193,12.907563839719671,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,50,87-110,94-117,277.9305763887844,302.7891020851572,10.949940209368265,4.3796100064348025,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,100,102-125,109-133,283.31770717948655,320.34057226741805,15.20292064478582,6.901551779163299,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,150,117-140,125-148,287.9615737078517,302.81450504844577,14.587850120125097,5.853791526772113,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,200,132-155,140-163,290.7479189610244,287.36368369567685,12.60895884086085,3.249006442277505,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,250,147-170,155-178,290.61995731191246,304.4003860446179,19.682557880230377,0.154093595943948,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,300,162-185,170-193,295.7875980069426,298.9681736481244,22.04564017771719,2.238074233645932,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,350,177-200,185-208,294.0211004688253,300.63125168641164,21.9463374611135,11.909386952015439,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,400,192-215,200-223,292.12953298387436,324.2728165945342,19.664743962853947,5.536798768739402,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,6,450,207-230,215-238,293.48279603583217,324.8258057618665,21.131137209280723,6.92754559984229,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,-150,27-50,34-57,299.0200614440229,300.91468266593955,19.861200166856634,13.534465183310033,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,-100,42-65,49-72,297.99453876636943,301.50062227448984,13.825404069888975,14.422659802226804,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,-50,57-80,64-87,300.07865799680303,311.9327086955794,13.765917735888479,15.462194770776364,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,0,72-95,79-102,294.5773560720741,316.1837574867081,20.20553238264705,17.4345313607526,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,50,87-110,94-117,285.627228910235,303.6292229095782,18.64659273081884,5.219730830855781,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,100,102-125,109-133,289.7690475328473,319.18198831331677,21.654260998146583,5.74296782506201,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,150,117-140,125-148,293.64147510432633,305.6588359889732,20.26775151659973,8.698122467299527,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,200,132-155,140-163,299.6005373887975,285.91051116606906,21.461577268633903,1.795833912669707,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,250,147-170,155-178,303.6296725127428,302.61820824579524,32.692273081060705,-1.6280842028787106,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,300,162-185,170-193,305.7818333087758,298.9054364655397,32.0398754795504,2.1753370510612626,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,350,177-200,185-208,307.3102560279531,302.7834298784541,35.23549302024128,14.061565144057909,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,400,192-215,200-223,303.9861538120228,326.10125332987286,31.521364791002384,7.3652355040780435,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,8,450,207-230,215-238,303.69888090132054,325.1937567080575,31.347222074769093,7.2954965460332915,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,-150,27-50,34-57,297.7123889300949,306.72982279682714,18.553527652928665,19.349605314197618,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,-100,42-65,49-72,297.83543622593976,306.0908558569461,13.666301529459304,19.012893384683082,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,-50,57-80,64-87,300.6442100583362,316.69501901876106,14.331469797421676,20.224505093958044,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,0,72-95,79-102,295.6490239618969,319.45364875727535,21.277200272469827,20.704422631319858,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,50,87-110,94-117,291.6072856215118,306.7698615912488,24.62664944209564,8.360369512526404,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,100,102-125,109-133,295.8229957740152,320.0384925818724,27.7082092393145,6.599472093617635,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,150,117-140,125-148,295.544728222759,308.91536921883073,22.171004635032375,11.95465569715708,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,200,132-155,140-163,302.9587608811431,288.0174251794763,24.819800760979547,3.902747926076927,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,250,147-170,155-178,311.7738570865047,305.6584638580876,40.836457654822595,1.412171409413645,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,300,162-185,170-193,308.6620235244459,299.9556877470889,34.9200656952205,3.225588332610471,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,350,177-200,185-208,313.7675796374008,303.16872180786834,41.69281662968899,14.446857073472131,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,400,192-215,200-223,312.8721891091824,327.9217018541185,40.40740008816198,9.185684028323692,0.31622776601683794,
J4K5succ250_ampGrad,3x,1,10,450,207-230,215-238,308.09089989880556,324.6958632109172,35.73924107225412,6.797603048892995,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,-150,38-61,30-53,316.98047651073153,267.7000268896123,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,-100,53-76,45-68,319.42909750799737,280.5153165072413,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,-50,68-91,60-83,308.0113617021138,280.5701860823299,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,0,83-106,75-98,312.26863304364906,287.2312235527086,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,50,98-121,90-113,316.41070244358724,280.4040666671592,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,100,113-136,105-128,317.5118887650759,284.39746856370124,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,150,128-152,120-143,313.1201530359234,293.38631267756807,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,200,143-167,135-158,312.22147697099814,282.2119938267842,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,250,159-182,150-173,312.9373718319109,274.7776869147649,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,300,174-197,165-188,312.3048252939599,290.14608035129345,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,350,189-212,180-203,311.47178186898276,300.1616537268924,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,400,204-227,195-218,314.9288935951487,299.067876562898,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,0,450,219-242,210-234,312.374473058311,289.61708658142345,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,-150,38-61,30-53,318.98039915022014,274.9242346506566,1.9999226394886023,7.22420776104434,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,-100,53-76,45-68,321.59336672469146,286.8475614882418,2.1642692166940947,6.3322449810004855,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,-50,68-91,60-83,309.58351785702797,287.0880100877426,1.5721561549141825,6.517824005412706,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,0,83-106,75-98,314.3574831507809,292.485507905822,2.0888501071318615,5.2542843531133485,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,50,98-121,90-113,318.8052262146121,287.49992754845204,2.394523771024865,7.095860881292822,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,100,113-136,105-128,320.7838902441534,290.9673168729908,3.27200147907746,6.5698483092895685,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,150,128-152,120-143,317.26422413389935,297.091629024153,4.144071097975939,3.7053163465849366,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,200,143-167,135-158,316.7210403751383,291.1853441718261,4.499563404140133,8.973350345041922,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,250,159-182,150-173,316.1555589762981,284.4968493567224,3.218187144387173,9.719162441957508,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,300,174-197,165-188,315.0113922619656,298.38915969225246,2.7065669680057454,8.243079340959014,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,350,189-212,180-203,315.7076275178689,304.243445028323,4.235845648886141,4.081791301430599,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,400,204-227,195-218,320.1958105003755,306.3168130337883,5.266916905226822,7.248936470890328,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,2,450,219-242,210-234,316.79498272329744,299.2206981116783,4.420509664986412,9.603611530254852,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,-150,38-61,30-53,324.32560975958353,277.8441804866628,7.345133248851994,10.144153597050547,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,-100,53-76,45-68,327.42601361612356,285.88223741380676,7.996916108126186,5.36692090656544,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,-50,68-91,60-83,314.47727510718533,286.56800202653403,6.4659134050715465,5.997815944204149,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,0,83-106,75-98,319.2255396907616,294.0662522487911,6.9569066471125325,6.835028696082475,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,50,98-121,90-113,321.7535971488781,290.7641844437059,5.34289470529086,10.360117776546701,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,100,113-136,105-128,325.2029714137596,295.7257972727955,7.691082648683675,11.32832870909425,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,150,128-152,120-143,325.6705418149967,298.39065895156176,12.550388779073273,5.00434627399369,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,200,143-167,135-158,324.78777178678575,290.10338333738645,12.566294815787614,7.8913895106022665,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,250,159-182,150-173,322.5313720661106,282.7629541257036,9.594000234199655,7.985267210938673,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,300,174-197,165-188,320.3052768094876,295.54383397195016,8.000451515527743,5.397753620656715,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,350,189-212,180-203,323.5579785244612,302.7617350885273,12.086196655478432,2.6000813616349205,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,400,204-227,195-218,330.5706715932921,304.2630363019269,15.641777998143425,5.195159739028895,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,4,450,219-242,210-234,326.33808642983655,300.6667204174649,13.963613371525526,11.049633836041437,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,-150,38-61,30-53,329.6300117751037,275.5318110133025,12.649535264372162,7.831784123690227,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,-100,53-76,45-68,331.4518489115855,284.8655635168809,12.022751403588131,4.350247009639588,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,-50,68-91,60-83,321.6538615036706,283.87792488089957,13.642499801556824,3.3077387985696873,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,0,83-106,75-98,327.1272716529398,295.3752271358649,14.858638609290722,8.144003583156291,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,50,98-121,90-113,330.15949231370007,291.9086883486222,13.74878987011283,11.504621681462993,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,100,113-136,105-128,334.60349203631097,294.7180065093283,17.091603271235044,10.320537945627052,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,150,128-152,120-143,335.9303104990658,298.5537931542057,22.81015746314239,5.16748047663765,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,200,143-167,135-158,336.2914786536518,291.0422418539135,24.07000168265364,8.8302480271293,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,250,159-182,150-173,335.47761987638336,280.5489115693079,22.540248044472435,5.771224654543005,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,300,174-197,165-188,332.26104840692756,295.3794215395089,19.956223112967677,5.233341188215434,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,350,189-212,180-203,336.7360157314843,301.77129276009714,25.264233862501555,1.6096390332047577,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,400,204-227,195-218,346.4342656142152,304.2086497239473,31.5053720190665,5.14077316104931,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,6,450,219-242,210-234,340.10110956285564,300.68590192108815,27.726636504544615,11.068815339664695,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,-150,38-61,30-53,330.9378379429001,277.69102901168003,13.957361432168568,9.991002122067755,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,-100,53-76,45-68,333.6229036248885,285.5062141934798,14.193806116891153,4.9908976862384975,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,-50,68-91,60-83,326.7551608522463,289.5535262935511,18.74379915013253,8.983340211221218,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,0,83-106,75-98,332.3021310914262,303.33177183059763,20.03349804777713,16.100548277889004,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,50,98-121,90-113,335.2143020236836,295.22125996860314,18.803599580096375,14.817193301443922,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,100,113-136,105-128,341.01412481537494,296.6959754587037,23.502236050299018,12.298506895002447,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,150,128-152,120-143,345.34819001609986,298.527869082358,32.228036980176455,5.141556404789924,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,200,143-167,135-158,346.77869221689315,292.76976076739663,34.55721524589501,10.557766940612453,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,250,159-182,150-173,346.7471440287198,282.42776790958845,33.809772196808865,7.650080994823554,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,300,174-197,165-188,345.3646788922032,298.08854926520314,33.05985359824331,7.942468913909693,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,350,189-212,180-203,352.75854775070394,305.3536928062613,41.28676588172118,5.192039079368897,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,400,204-227,195-218,363.50064704574385,307.96424474282884,48.57175345059517,8.896368179930846,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,8,450,219-242,210-234,359.73393112594255,304.29059902380646,47.35945806763152,14.673512442383014,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,-150,38-61,30-53,333.4981127648035,276.3632250813158,16.517636254071988,8.663198191703543,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,-100,53-76,45-68,335.43852569647845,285.6044835446949,16.00942818848108,5.089167037453592,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,-50,68-91,60-83,333.1536483965305,294.9274543304332,25.142286694416725,14.35726824810331,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,0,83-106,75-98,339.71478530907314,310.5392415917483,27.446152265424075,23.308018039039666,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,50,98-121,90-113,339.0656834886248,305.814108264374,22.654981045037573,25.410041597214786,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,100,113-136,105-128,345.57556883998376,297.23878191507595,28.063680074907836,12.841313351374708,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,150,128-152,120-143,351.32121723028825,302.49178814022207,38.20106419436485,9.105475462653999,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,200,143-167,135-158,352.9779775509845,296.0806552542661,40.75650057998638,13.868661427481925,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,250,159-182,150-173,352.0997950265149,283.91426736929856,39.162423194604,9.136580454533657,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,300,174-197,165-188,350.9615415686164,298.54614969622804,38.6567162746565,8.400069344934593,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,350,189-212,180-203,358.69745723781676,310.5072974002352,47.225675368834004,10.345643673342806,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,400,204-227,195-218,370.72777501683987,312.82569539087064,55.79888142169119,13.757818827972642,0.31622776601683794,
J4K5succ250_ampGrad,3x,2,10,450,219-242,210-234,364.94548733539455,306.94459187661954,52.57101427708352,17.32750529519609,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,-150,22-45,40-64,266.41856623426287,308.3222687161788,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,-100,37-60,56-79,261.4013758993962,307.3260700459948,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,-50,52-75,71-94,262.2983164630543,321.1526113321891,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,0,67-90,86-109,253.82025923333018,318.74905418706163,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,50,82-105,101-124,256.9468715970252,310.9409187150095,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,100,97-120,116-139,251.93905806583322,320.9011534839513,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,150,112-135,131-154,260.9797327410719,320.66389128749876,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,200,127-150,146-169,260.74855724805315,329.90504972463754,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,250,142-165,161-184,257.61216584118904,324.1439751068727,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,300,157-180,176-199,256.8183181377753,336.7695210312233,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,350,172-195,191-214,262.0590734396398,337.68244982996646,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,400,187-210,206-229,261.6859029819737,336.1067587391788,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,0,450,202-226,221-244,259.854344597731,330.3732686316373,0.0,0.0,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,2,-150,22-45,40-64,270.2503528562561,311.54127511284844,3.831786621993217,3.219006396669613,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,2,-100,37-60,56-79,264.32544446333105,309.8589915425116,2.9240685639348385,2.532921496516792,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,2,-50,52-75,71-94,264.54860282341025,324.03461263705304,2.2502863603559717,2.882001304863934,0.31622776601683794,
J4K5succ250_ampGrad,3x,3,2,0,67-90,86-109,256.6237239759945,322.692849960565,2.8034647426643176,3.943795773503382,0.31622776601683794,
